data;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
2021-01-13;18:27:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA MARQUES DE VALENCA;350;;EM FRENTE A IGREJA NOSSA SENHORA DE FÁTIMA, PROXIMO  DO RESTAURANTE ENTRE AMIGOS;BOA VIAGEM;;;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa seccionada;;
2021-01-13;20:48:00;COM VÍTIMA;FINALIZADA;TEJIPIÓ;RUA FALCAO DE LACERDA;484;;NA ENTRADA DA ESTAÇÃO DO METRÔ COQUEIRAL, AO LADO DA ASSEMBLEIA DE DEUS, AO LADO DA PIZZARIA  E CASA DE MASSAS;TEJIPIÓ;;;COLISÃO LATERAL;1;1;0;0;0;0;1;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;50 km/h;Dupla;Faixa contínua;;
2021-01-14;07:21:00;COM VÍTIMA;FINALIZADA;CORDEIRO;RUA GOMES TABORDA;1703;;EM FRENTE A CERVEJARIA VAPOR 82;CORDEIRO;;;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa seccionada;;
2021-01-14;07:29:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;;E/F A CASA DA INDUSTRIA;SANTO AMARO;;;COLISÃO LATERAL;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
2021-01-14;09:22:00;SEM VÍTIMA;FINALIZADA;ÁGUA FRIA;AV BEBERIBE;1715;;;ÁGUA FRIA;;;COLISÃO LATERAL;0;0;0;0;0;1;1;0;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;Dupla;Faixa contínua;;
2021-01-14;12:34:00;COM VÍTIMA;CANCELADA;ILHA DO LEITE;RUA MINAS GERAIS;30;;E/F A PRAÇA FERNANDES FIGUEIRA POR TRAS DO IMIP;ILHA DO LEITE;;;COLISÃO;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-01-14;16:25:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV PREFEITO ARTUR LIMA CAVALCANTI;;;APOS O HOSPITAL DE COVID;SANTO AMARO;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Canteiro central;;
2021-01-14;20:46:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;;PROX AO BANCO SANTADER;BOA VIAGEM;;;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa seccionada;;
2021-01-14;20:30:40;COM VÍTIMA;FINALIZADA;AREIAS;AV DR JOSE RUFINO;;RUA JOSE NATARIO;SEMÁFORO 044 / ENTRADA DE AREIAS E E/F AO POSTO SHELL;AREIAS;;;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;40 km/h;Dupla;Faixa contínua;;
2021-01-14;23:09:40;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);;;PROXIMO AO RETORNO SENTIDO BOA VIAGEM;BOA VIAGEM;;SUBURBIO;COLISÃO COM CICLISTA;0;1;0;3;0;0;0;0;0;4;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Única;Faixa contínua;;
2021-01-15;00:37:00;COM VÍTIMA;FINALIZADA;TAMARINEIRA;EST VELHA DE AGUA FRIA;;;COM A AV PROFº JOSÉ DOS ANJOS;TAMARINEIRA;;CIDADE;COLISÃO FRONTAL;1;0;1;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Única;Canteiro central;;
2021-01-15;12:01:00;COM VÍTIMA;FINALIZADA;MADALENA;AV VISCONDE DE ALBUQUERQUE;;RUA LOPES DE CARVALHO;;MADALENA;;;COLISÃO TRANSVERSAL;1;0;1;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
2021-01-15;16:14:00;COM VÍTIMA;FINALIZADA;TEJIPIÓ;AV DR JOSE RUFINO;;;EM FRENTE À ESTAÇÃO DE TEJIPIÓ;TEJIPIÓ;497;;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;2;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa contínua;;
2021-01-15;17:02:00;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;AV ENGENHEIRO JOSE ESTELITA;;;ANTES DO VIADUTO CAPITÃO TEMUDO;SÃO JOSÉ;;SUB;COLISÃO TRANSVERSAL;0;0;1;0;0;0;1;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Dupla;Canteiro central;;
2021-01-15;17:04:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA PADRE BERNADINO PESSOA;;RUA DOS NAVEGANTES;;BOA VIAGEM;;;COLISÃO;1;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-01-15;17:12:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA SAO JUDAS TADEU;385;RUA PROF PEDRO AUGUSTO CARNEIRO LEAO;;IMBIRIBEIRA;;;COLISÃO TRANSVERSAL;2;0;0;0;0;0;0;0;0;0;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2021-01-15;20:31:00;COM VÍTIMA;FINALIZADA;SAN MARTIN;AV GENERAL SAN MARTIN;;AV CONSUL VILARES FRAGOSO;PRÓX AO QUARTEL DA CAVALARIA;SAN MARTIN;326;;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa contínua;Faixa seccionada;
2021-01-15;21:55:40;SEM VÍTIMA;FINALIZADA;GUABIRABA;RUA Z;;;"AO LADO DO POSTO DE GASOLINA "" ECO POSTO"" SERRA II";GUABIRABA;;SUBURBIO;CHOQUE;0;0;0;0;0;0;0;1;1;0;0;Longo da via;Bom;Não existe;Não existente;Seca;Mal iluminada;Não existe;Não há placas;;Dupla;Não existe;;
2021-01-15;22:15:40;COM VÍTIMA;FINALIZADA;ESPINHEIRO;RUA DO ESPINHEIRO;;RUA SANTO ELIAS;PRÓX AO POSTO DE COMBUSTÍVEL YPIRANGA;ESPINHEIRO;;;COLISÃO TRANSVERSAL;1;2;0;0;0;0;0;0;0;2;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;"Placas ""Pare""";;Dupla;Faixa seccionada;;
2021-01-16;04:00:00;COM VÍTIMA;CANCELADA;BOA VIAGEM;RUA BARAO DE SOUZA LEAO;;;EM  FRENTE  AO  HOSPITAL   ALFA;BOA VIAGEM;;;CHOQUE;0;0;0;0;0;1;0;0;0;1;0;;;;;;;;;;;;;
2021-01-16;07:34:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;EM FRENTE A FARMACIA PAGUE MENOS;IMBIRIBEIRA;290;SUBURBIO;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Canteiro central;;
2021-01-16;13:41:00;COM VÍTIMA;CANCELADA;SANTO AMARO;PTE DO LIMOEIRO;;;PROXIMO AO HOSPITAL  PROVISORIO;SANTO AMARO;;;COLISÃO;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-01-16;18:49:00;SEM VÍTIMA;CANCELADA;TORRE;RUA JOSE BONIFACIO;;;E/F AO POSOT IPIRANGA/ APOS O HOSPITAL DE AVILLA;TORRE;;;COLISÃO;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-01-17;00:05:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;RUA ALEXANDRINO MARTINS RODRIGUES;E/F AO BOMPREÇO;BOA VIAGEM;303;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;60 km/h;Única;Faixa contínua;;
2021-01-17;01:14:00;SEM VÍTIMA;CANCELADA;JORDÃO;RUA DR ALVARO FERRAZ;9;;"QUADRA ""C"" - PRÓXIMO NUCLEO POLICIAL E AO MERCADINHO LEVE MAIS";JORDÃO;;;CHOQUE;1;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;
2021-01-17;07:20:00;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;C SANTA RITA;;;APÓS O CUBE DE AMADORES DE PESCA VIRIATO DE MEDEIROS;SÃO JOSÉ;;CIDADE;CHOQUE;1;0;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
2021-01-17;11:57:00;SEM VÍTIMA;CANCELADA;MADALENA;AV JOSE GONCALVES DE MEDEIROS;72;;EM FRENTE A PORTO SEGURO;MADALENA;;;CHOQUE;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-01-17;15:27:00;COM VÍTIMA;FINALIZADA;MADALENA;EST DOS REMEDIOS;;RUA BENFICA;EM FRENTE À POLICLÍNICA LESSA DE ANDRADE;MADALENA;;;COLISÃO TRANSVERSAL;0;2;0;0;0;0;0;0;0;2;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;60 km/h;Única;Faixa contínua;Faixa seccionada;Blocos
2021-01-17;17:38:00;COM VÍTIMA;CANCELADA;MADALENA;RUA NOBRE DE LACERDA;;RUA DR JOSE MARCELINO;PROX A LOJA NAGEM DA MADALENA;MADALENA;;;COLISÃO;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;;;;;;
2021-01-17;19:10:00;COM VÍTIMA;FINALIZADA;MUSTARDINHA;AV MANOEL GONCALVES DA LUZ;241;;EM FRENTE AO POSTO DE COMBUSTIVEIS TOTAL, PROXIMO DO VAREJÃO DO POVO;MUSTARDINHA;;;ATROPELAMENTO;0;0;0;0;1;1;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
2021-01-17;19:18:00;COM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;;;APOS O HOSPITAL DO IDOSO, PROXIMO DO HIPER BOM PREÇO, SENTIDO CIDADE UNIVERSITARIA;AREIAS;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;Canteiro central;
2021-01-17;20:58:00;SEM VÍTIMA;FINALIZADA;PINA;AV ENGENHEIRO DOMINGOS FERREIRA;861;;CONFRARIA DA BARBA;PINA;;SUBURBIO;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;60 km/h;Única;Faixa seccionada;;
2021-01-17;21:32:40;SEM VÍTIMA;FINALIZADA;CASA AMARELA;RUA PADRE LEMOS;;;EM FRENTE AO MERCADO DE CASA AMARELA, LADO OPOSTO AO Nº 30;CASA AMARELA;404;SUBURBIO;COLISÃO LATERAL;0;1;0;0;0;0;0;1;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;;Dupla;Não existe;;
2021-01-17;22:13:40;COM VÍTIMA;CANCELADA;BARRO;RUA ANDRE DIAS FIGUEREDO;64;;AO LADO DO BARRO SOCIETY;BARRO;;;COLISÃO;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-01-17;22:55:40;COM VÍTIMA;CANCELADA;PINA;AV BOA VIAGEM;;;PRÓXIMO AO JCPM;PINA;;;CHOQUE;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-01-18;08:08:00;COM VÍTIMA;FINALIZADA;CASA AMARELA;RUA PADRE LEMOS;671;;;CASA AMARELA;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa seccionada;;
2021-01-18;15:34:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;RUA BISPO CARDOSO AYRES;297;RUA BERNARDO GUIMARAES;;SANTO AMARO;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Não existe;;
2021-01-18;22:46:40;SEM VÍTIMA;CANCELADA;ROSARINHO;AV NORTE;;RUA GENERAL ABREU E LIMA;CRUZAMENTO C/A RUA GENERAL ABREU E LIMA - SENTIDO SUB/CID;ROSARINHO;;CIDADE;COLISÃO;1;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-01-19;03:22:00;COM VÍTIMA;FINALIZADA;BARRO;AV DR JOSE RUFINO;;;SOBRE O VIADUTO DO BARRO;BARRO;;CIDADE;COLISÃO TRANSVERSAL;0;1;0;0;0;1;0;0;0;1;0;Cruzamento;Bom;Não existe;Ilegível;Seca;Mal conservada;Não existe;;;Dupla;Não existe;;
2021-01-19;07:42:00;COM VÍTIMA;FINALIZADA;CASA AMARELA;EST DO ARRAIAL;;;EM FRENTE DO CLUB AMERICA;CASA AMARELA;;;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Nublado;Não existe;;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa seccionada;;
2021-01-19;08:56:00;COM VÍTIMA;DUPLICIDADE;ILHA DO RETIRO;RUA SPORT CLUBE DO RECIFE;;;;ILHA DO RETIRO;;;COLISÃO;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-01-19;08:58:00;COM VÍTIMA;FINALIZADA;ILHA DO RETIRO;AV ENGENHEIRO ABDIAS DE CARVALHO;;;EM FRENTE A ILHA DO RETIRO;ILHA DO RETIRO;367;;COLISÃO;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-01-19;09:45:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;1140;;EAO LADO DO PRAZA HOTEL;BOA VIAGEM;118;;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Única;Faixa contínua;Faixa seccionada;
2021-01-19;10:33:00;SEM VÍTIMA;CANCELADA;MACAXEIRA;AV NORTE;7490;RUA DE APIPUCOS;EM FRENTE A PRAÇA DA MACAXEIRA;MACAXEIRA;671;;ENGAVETAMENTO;5;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;
2021-01-19;10:49:00;COM VÍTIMA;FINALIZADA;MACAXEIRA;AV NORTE;;;EM FRENTE A ACADEMIA DA CIDADE;MACAXEIRA;671;;COLISÃO TRASEIRA;1;4;0;0;0;0;2;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Outras;;Dupla;Canteiro central;;
2021-01-19;11:39:00;COM VÍTIMA;FINALIZADA;TORRE;RUA REAL DA TORRE;;;REALIZAR DA UMA VARREDUIRA NO LOCAL DO BAIRRO DA MADALENA ATÉ O BAIRRO DA TORRE;TORRE;;;COLISÃO;2;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-01-19;14:31:00;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;;PRÓX AO AMERICANO BATISTA;DERBY;174;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;R-4a;60 km/h;Dupla;Canteiro central;;
2021-01-19;14:57:00;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA IMPERIAL;2005;;PRÓX À PERNAMBUCO ALUMÍNIO;SÃO JOSÉ;352;;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;2;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
2021-01-19;15:54:00;COM VÍTIMA;FINALIZADA;CABANGA;VDO PAPA JOAO PAULO II;;PRC GOVERNADOR PAULO GUERRA;AO LADO DO CABANGA IAT CLUBE;CABANGA;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa contínua;;
2021-01-19;16:43:00;COM VÍTIMA;FINALIZADA;BOA VISTA;AV GOVERNADOR AGAMENON MAGALHAES;;;AV. GOV. AGAMENON MAGALHAES;BOA VISTA;;OLINDA;CAPOTAMENTO;0;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Única;Faixa seccionada;;
2021-01-19;17:42:00;COM VÍTIMA;FINALIZADA;VÁRZEA;AV AFONSO OLINDENSE;;;SENTINDO INDO PRA CAXAGA, LOGO APOS O COLISEU;VÁRZEA;;;COLISÃO COM CICLISTA;0;1;0;1;0;0;0;0;0;2;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;40 km/h;Dupla;Faixa seccionada;;
2021-01-19;21:27:40;SEM VÍTIMA;CANCELADA;MACAXEIRA;AV NORTE;;;PROX AO TERMINAL DA MACAXEIRA;MACAXEIRA;;;CHOQUE;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-01-19;21:31:40;COM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;PTE PRINCESA IZABEL;;;COLISÃO ENVOLVENDO VT DA CTTU NÚMERO 27;SANTO ANTÔNIO;;;COLISÃO COM CICLISTA;0;0;0;1;0;0;0;1;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
2021-01-20;12:37:00;COM VÍTIMA;FINALIZADA;VÁRZEA;RUA AGRICOLANDIA;171;RUA PROFESSOR ANTONIO COELHO;EDF. RIO TAPAJÓS;VÁRZEA;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;"Placas ""Pare""";;Dupla;Faixa seccionada;;
2021-01-20;14:12:00;COM VÍTIMA;FINALIZADA;ARRUDA;AV BEBERIBE;;;AO LADO DO LOJAO DO PETROLEO;ARRUDA;;;COLISÃO COM CICLISTA;0;0;0;1;0;1;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;;
2021-01-20;17:09:00;SEM VÍTIMA;FINALIZADA;SOLEDADE;RUA DA SOLEDADE;;;E/F A IGREJA DA SOLEDADE;SOLEDADE;;;COLISÃO LATERAL;1;0;0;0;0;0;1;0;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Não há placas;40 KM/H;Única;;;
2021-01-20;21:07:40;COM VÍTIMA;CANCELADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;E/F AO AEROPORTO / NA ÁREA DE DESEMBARQUE;IMBIRIBEIRA;;;COLISÃO;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-01-21;05:01:00;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;AV RUI BARBOSA;CRUZAMENTO C/AV RUI BARBOSA - SENTIDO BOA VIAGEM;DERBY;;;CHOQUE;0;1;0;0;0;0;0;0;0;2;0;;;;;;;;;;;;;
2021-01-21;09:30:00;COM VÍTIMA;FINALIZADA;IBURA;AV DOIS RIOS;;;EM FRENTE AO PET SHOP CÃOBELELEIRO / POSTO PETRONAC;IBURA;;;ATROPELAMENTO;0;1;0;0;1;0;0;0;0;3;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa contínua;;
2021-01-21;10:36:00;COM VÍTIMA;FINALIZADA;CABANGA;AV ENGENHEIRO JOSE ESTELITA;;;EMBAIXO DO VIADUTO DO CABANGA;CABANGA;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
2021-01-21;13:36:00;COM VÍTIMA;FINALIZADA;ARRUDA;RUA DO TRIUNFO;204;RUA BOM CONSELHO;PRÓX À LOJA DA NATURA;ARRUDA;;;COLISÃO TRANSVERSAL;0;2;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2021-01-21;15:38:00;SEM VÍTIMA;CANCELADA;PINA;AV REPUBLICA DO LIBANO;;;PRÓX AO SHOPPING RIO MAR;PINA;;;COLISÃO;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-01-21;15:47:00;SEM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;PTE PRINCESA IZABEL;;;TEATRO DE SANTA ISABEL;SANTO ANTÔNIO;;CIDADE;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;0;0;Ponte;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;Faixa seccionada;
2021-01-21;21:49:40;COM VÍTIMA;FINALIZADA;CASA FORTE;AV DEZESSETE DE AGOSTO;;;EM FRENTE AO BURGUER KING, PROXIMO DO SHOPPING PLAZA;CASA FORTE;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Esquina;Chuvoso;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa contínua;Faixa seccionada;
2021-01-22;08:15:00;COM VÍTIMA;CANCELADA;PARNAMIRIM;RUA SEBASTIAO ALVES;;EST DO ARRAIAL;EM   BAIXO  DO  SEMAFORO  421    EM  FRENTE  A  FARMACIA  DO TRABALHADOR;PARNAMIRIM;;;COLISÃO;2;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-01-22;12:02:00;COM VÍTIMA;FINALIZADA;CASA FORTE;AV DEZESSETE DE AGOSTO;;;EM FRENTE AO BANCO DO BRASIL;CASA FORTE;;;COLISÃO LATERAL;0;2;0;0;0;0;0;0;0;2;0;Longo da via;Bom;;Perfeito estado;Seca;Perfeito estado;;;60 km/h;Dupla;Faixa contínua;;
2021-01-22;13:15:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA DO PRINCIPE;;RUA NUNES MACHADO;RUA NUNES MACHADO;BOA VISTA;;;COLISÃO LATERAL;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa contínua;;
2021-01-22;13:21:00;COM VÍTIMA;FINALIZADA;BOMBA DO HEMETÉRIO;RUA BOMBA DO HEMETERIO;171;;POR TRAS DO GIGANTE DO SAMBA;BOMBA DO HEMETÉRIO;;;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Não existente;Molhada;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
2021-01-22;16:38:00;COM VÍTIMA;FINALIZADA;JARDIM SÃO PAULO;AV RECIFE;5536;;;JARDIM SÃO PAULO;;;ATROPELAMENTO;0;1;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;50 km/h;Dupla;Canteiro central;;
2021-01-22;16:52:00;COM VÍTIMA;CANCELADA;AFOGADOS;RUA ARQUITETO LUIZ NUNES;234;;APOS O DEPATRI PROX AO BANCO DO BRASIL;AFOGADOS;;;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-01-22;18:27:00;COM VÍTIMA;FINALIZADA;CORDEIRO;AV CAXANGA;;AV GENERAL SAN MARTIN;SEMÁFORO 080 / PRÓX A INTEGRAÇÃO GETULIO VARGAS;CORDEIRO;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;60 km/h;Única;Faixa seccionada;;
2021-01-22;20:49:40;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA CAMBUI;;RUA DEZ DE JULHO;PROX A ESTAÇAO DO AEROPORTO;BOA VIAGEM;;;COLISÃO TRANSVERSAL;1;2;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Incompleta;Seca;Mal conservada;Não existe;"Placas ""Pare""";;Única;Faixa seccionada;;
2021-01-22;21:52:40;SEM VÍTIMA;FINALIZADA;JORDÃO;AV MARIA IRENE;1246;;E/F A CASA DE RAÇÃO WS PET SHOP / PRÓX A ASSEMBLEIA DE DEUS;JORDÃO;;;COLISÃO LATERAL;1;0;0;0;0;0;0;1;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
2021-01-23;11:28:00;SEM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;PRC DO DERBY;EM FRENTE A PRAÇA;DERBY;75;OLINDA;COLISÃO LATERAL;1;0;0;0;0;0;0;1;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60KM/H;Dupla;Faixa seccionada;;
2021-01-23;11:39:00;SEM VÍTIMA;CANCELADA;PORTO DA MADEIRA;RUA SATURNO;60 A;AV BEBERIBE;RUAS EM FRENTE AO COLEGIO NOVENTA GRAUS;PORTO DA MADEIRA;;;COLISÃO;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
